source,target,identity,evalue,bitscore
C0HJQ3,C0HKE1,0.4885,0.0,0.0
C0HJQ3,C0HKE2,0.4885,0.0,0.0
C0HJQ3,C0HKE3,0.4885,0.0,0.0
C0HJQ3,C0HKE4,0.4885,0.0,0.0
C0HJQ3,C0HKE5,0.4885,0.0,0.0
C0HJQ3,C0HKE6,0.4885,0.0,0.0
C0HJQ3,C0HKE7,0.4885,0.0,0.0
C0HJQ3,C0HKE8,0.4885,0.0,0.0
C0HJQ3,C0HKE9,0.4885,0.0,0.0
C0HJQ3,P02262,0.4701,0.0,0.0
C0HJQ3,P02263,0.4809,0.0,0.0
C0HJQ3,P02264,0.5397,0.0,0.0
C0HJQ3,P02272,0.1557,0.0,0.0
C0HJQ3,P02273,0.1648,0.0,0.0
C0HJQ3,P02274,0.1696,0.0,0.0
C0HJQ3,P02275,0.2024,0.0,0.0
C0HJQ3,P04908,0.4885,0.0,0.0
C0HJQ3,P04909,0.3655,0.0,0.0
C0HJQ3,P04910,0.3586,0.0,0.0
C0HJQ3,P04911,0.2895,0.0,0.0
C0HJQ3,P04912,0.298,0.0,0.0
C0HJQ3,P06897,0.4809,0.0,0.0
C0HJQ3,P08844,0.3562,0.0,0.0
C0HJQ3,P08985,0.1573,0.0,0.0
C0HJQ3,P09588,0.4167,0.0,0.0
C0HJQ3,P0C0S8,0.4962,0.0,0.0
C0HJQ3,P0C0S9,0.4962,0.0,0.0
C0HJQ3,P0C169,0.4737,0.0,0.0
C0HJQ3,P0C170,0.5,0.0,0.0
C0HJQ3,P16104,0.4286,0.0,0.0
C0HK98,C0HK99,1.0,0.0,0.0
C0HKE1,C0HKE2,1.0,0.0,0.0
C0HKE1,C0HKE3,1.0,0.0,0.0
C0HKE1,C0HKE4,1.0,0.0,0.0
C0HKE1,C0HKE5,1.0,0.0,0.0
C0HKE1,C0HKE6,1.0,0.0,0.0
C0HKE1,C0HKE7,1.0,0.0,0.0
C0HKE1,C0HKE8,1.0,0.0,0.0
C0HKE1,C0HKE9,1.0,0.0,0.0
C0HKE1,P02262,0.8779,0.0,0.0
C0HKE1,P02263,0.8,0.0,0.0
C0HKE1,P02264,0.7609,0.0,0.0
C0HKE1,P02272,0.198,0.0,0.0
C0HKE1,P02273,0.2959,0.0,0.0
C0HKE1,P02274,0.2902,0.0,0.0
C0HKE1,P02275,0.2365,0.0,0.0
C0HKE1,P04908,1.0,0.0,0.0
C0HKE1,P04909,0.479,0.0,0.0
C0HKE1,P04910,0.4819,0.0,0.0
C0HKE1,P04911,0.4327,0.0,0.0
C0HKE1,P04912,0.4412,0.0,0.0
C0HKE1,P06897,0.7357,0.0,0.0
C0HKE1,P08844,0.497,0.0,0.0
C0HKE1,P08985,0.1972,0.0,0.0
C0HKE1,P08992,0.1784,0.0,0.0
C0HKE1,P09588,0.5325,0.0,0.0
C0HKE1,P0C0S4,0.1902,0.0,0.0
C0HKE1,P0C0S8,0.9141,0.0,0.0
C0HKE1,P0C0S9,0.9141,0.0,0.0
C0HKE1,P0C169,0.9141,0.0,0.0
C0HKE1,P0C170,0.952,0.0,0.0
C0HKE1,P16104,0.6603,0.0,0.0
C0HKE2,C0HKE3,1.0,0.0,0.0
C0HKE2,C0HKE4,1.0,0.0,0.0
C0HKE2,C0HKE5,1.0,0.0,0.0
C0HKE2,C0HKE6,1.0,0.0,0.0
C0HKE2,C0HKE7,1.0,0.0,0.0
C0HKE2,C0HKE8,1.0,0.0,0.0
C0HKE2,C0HKE9,1.0,0.0,0.0
C0HKE2,P02262,0.8779,0.0,0.0
C0HKE2,P02263,0.8,0.0,0.0
C0HKE2,P02264,0.7609,0.0,0.0
C0HKE2,P02272,0.198,0.0,0.0
C0HKE2,P02273,0.2959,0.0,0.0
C0HKE2,P02274,0.2902,0.0,0.0
C0HKE2,P02275,0.2365,0.0,0.0
C0HKE2,P04908,1.0,0.0,0.0
C0HKE2,P04909,0.479,0.0,0.0
C0HKE2,P04910,0.4819,0.0,0.0
C0HKE2,P04911,0.4327,0.0,0.0
C0HKE2,P04912,0.4412,0.0,0.0
C0HKE2,P06897,0.7357,0.0,0.0
C0HKE2,P08844,0.497,0.0,0.0
C0HKE2,P08985,0.1972,0.0,0.0
C0HKE2,P08992,0.1784,0.0,0.0
C0HKE2,P09588,0.5325,0.0,0.0
C0HKE2,P0C0S4,0.1902,0.0,0.0
C0HKE2,P0C0S8,0.9141,0.0,0.0
C0HKE2,P0C0S9,0.9141,0.0,0.0
C0HKE2,P0C169,0.9141,0.0,0.0
C0HKE2,P0C170,0.952,0.0,0.0
C0HKE2,P16104,0.6603,0.0,0.0
C0HKE3,C0HKE4,1.0,0.0,0.0
C0HKE3,C0HKE5,1.0,0.0,0.0
C0HKE3,C0HKE6,1.0,0.0,0.0
C0HKE3,C0HKE7,1.0,0.0,0.0
C0HKE3,C0HKE8,1.0,0.0,0.0
C0HKE3,C0HKE9,1.0,0.0,0.0
C0HKE3,P02262,0.8779,0.0,0.0
C0HKE3,P02263,0.8,0.0,0.0
C0HKE3,P02264,0.7609,0.0,0.0
C0HKE3,P02272,0.198,0.0,0.0
C0HKE3,P02273,0.2959,0.0,0.0
C0HKE3,P02274,0.2902,0.0,0.0
C0HKE3,P02275,0.2365,0.0,0.0
C0HKE3,P04908,1.0,0.0,0.0
C0HKE3,P04909,0.479,0.0,0.0
C0HKE3,P04910,0.4819,0.0,0.0
C0HKE3,P04911,0.4327,0.0,0.0
C0HKE3,P04912,0.4412,0.0,0.0
C0HKE3,P06897,0.7357,0.0,0.0
C0HKE3,P08844,0.497,0.0,0.0
C0HKE3,P08985,0.1972,0.0,0.0
C0HKE3,P08992,0.1784,0.0,0.0
C0HKE3,P09588,0.5325,0.0,0.0
C0HKE3,P0C0S4,0.1902,0.0,0.0
C0HKE3,P0C0S8,0.9141,0.0,0.0
C0HKE3,P0C0S9,0.9141,0.0,0.0
C0HKE3,P0C169,0.9141,0.0,0.0
C0HKE3,P0C170,0.952,0.0,0.0
C0HKE3,P16104,0.6603,0.0,0.0
C0HKE4,C0HKE5,1.0,0.0,0.0
C0HKE4,C0HKE6,1.0,0.0,0.0
C0HKE4,C0HKE7,1.0,0.0,0.0
C0HKE4,C0HKE8,1.0,0.0,0.0
C0HKE4,C0HKE9,1.0,0.0,0.0
C0HKE4,P02262,0.8779,0.0,0.0
C0HKE4,P02263,0.8,0.0,0.0
C0HKE4,P02264,0.7609,0.0,0.0
C0HKE4,P02272,0.198,0.0,0.0
C0HKE4,P02273,0.2959,0.0,0.0
C0HKE4,P02274,0.2902,0.0,0.0
C0HKE4,P02275,0.2365,0.0,0.0
C0HKE4,P04908,1.0,0.0,0.0
C0HKE4,P04909,0.479,0.0,0.0
C0HKE4,P04910,0.4819,0.0,0.0
C0HKE4,P04911,0.4327,0.0,0.0
C0HKE4,P04912,0.4412,0.0,0.0
C0HKE4,P06897,0.7357,0.0,0.0
C0HKE4,P08844,0.497,0.0,0.0
C0HKE4,P08985,0.1972,0.0,0.0
C0HKE4,P08992,0.1784,0.0,0.0
C0HKE4,P09588,0.5325,0.0,0.0
C0HKE4,P0C0S4,0.1902,0.0,0.0
C0HKE4,P0C0S8,0.9141,0.0,0.0
C0HKE4,P0C0S9,0.9141,0.0,0.0
C0HKE4,P0C169,0.9141,0.0,0.0
C0HKE4,P0C170,0.952,0.0,0.0
C0HKE4,P16104,0.6603,0.0,0.0
C0HKE5,C0HKE6,1.0,0.0,0.0
C0HKE5,C0HKE7,1.0,0.0,0.0
C0HKE5,C0HKE8,1.0,0.0,0.0
C0HKE5,C0HKE9,1.0,0.0,0.0
C0HKE5,P02262,0.8779,0.0,0.0
C0HKE5,P02263,0.8,0.0,0.0
C0HKE5,P02264,0.7609,0.0,0.0
C0HKE5,P02272,0.198,0.0,0.0
C0HKE5,P02273,0.2959,0.0,0.0
C0HKE5,P02274,0.2902,0.0,0.0
C0HKE5,P02275,0.2365,0.0,0.0
C0HKE5,P04908,1.0,0.0,0.0
C0HKE5,P04909,0.479,0.0,0.0
C0HKE5,P04910,0.4819,0.0,0.0
C0HKE5,P04911,0.4327,0.0,0.0
C0HKE5,P04912,0.4412,0.0,0.0
C0HKE5,P06897,0.7357,0.0,0.0
C0HKE5,P08844,0.497,0.0,0.0
C0HKE5,P08985,0.1972,0.0,0.0
C0HKE5,P08992,0.1784,0.0,0.0
C0HKE5,P09588,0.5325,0.0,0.0
C0HKE5,P0C0S4,0.1902,0.0,0.0
C0HKE5,P0C0S8,0.9141,0.0,0.0
C0HKE5,P0C0S9,0.9141,0.0,0.0
C0HKE5,P0C169,0.9141,0.0,0.0
C0HKE5,P0C170,0.952,0.0,0.0
C0HKE5,P16104,0.6603,0.0,0.0
C0HKE6,C0HKE7,1.0,0.0,0.0
C0HKE6,C0HKE8,1.0,0.0,0.0
C0HKE6,C0HKE9,1.0,0.0,0.0
C0HKE6,P02262,0.8779,0.0,0.0
C0HKE6,P02263,0.8,0.0,0.0
C0HKE6,P02264,0.7609,0.0,0.0
C0HKE6,P02272,0.198,0.0,0.0
C0HKE6,P02273,0.2959,0.0,0.0
C0HKE6,P02274,0.2902,0.0,0.0
C0HKE6,P02275,0.2365,0.0,0.0
C0HKE6,P04908,1.0,0.0,0.0
C0HKE6,P04909,0.479,0.0,0.0
C0HKE6,P04910,0.4819,0.0,0.0
C0HKE6,P04911,0.4327,0.0,0.0
C0HKE6,P04912,0.4412,0.0,0.0
C0HKE6,P06897,0.7357,0.0,0.0
C0HKE6,P08844,0.497,0.0,0.0
C0HKE6,P08985,0.1972,0.0,0.0
C0HKE6,P08992,0.1784,0.0,0.0
C0HKE6,P09588,0.5325,0.0,0.0
C0HKE6,P0C0S4,0.1902,0.0,0.0
C0HKE6,P0C0S8,0.9141,0.0,0.0
C0HKE6,P0C0S9,0.9141,0.0,0.0
C0HKE6,P0C169,0.9141,0.0,0.0
C0HKE6,P0C170,0.952,0.0,0.0
C0HKE6,P16104,0.6603,0.0,0.0
C0HKE7,C0HKE8,1.0,0.0,0.0
C0HKE7,C0HKE9,1.0,0.0,0.0
C0HKE7,P02262,0.8779,0.0,0.0
C0HKE7,P02263,0.8,0.0,0.0
C0HKE7,P02264,0.7609,0.0,0.0
C0HKE7,P02272,0.198,0.0,0.0
C0HKE7,P02273,0.2959,0.0,0.0
C0HKE7,P02274,0.2902,0.0,0.0
C0HKE7,P02275,0.2365,0.0,0.0
C0HKE7,P04908,1.0,0.0,0.0
C0HKE7,P04909,0.479,0.0,0.0
C0HKE7,P04910,0.4819,0.0,0.0
C0HKE7,P04911,0.4327,0.0,0.0
C0HKE7,P04912,0.4412,0.0,0.0
C0HKE7,P06897,0.7357,0.0,0.0
C0HKE7,P08844,0.497,0.0,0.0
C0HKE7,P08985,0.1972,0.0,0.0
C0HKE7,P08992,0.1784,0.0,0.0
C0HKE7,P09588,0.5325,0.0,0.0
C0HKE7,P0C0S4,0.1902,0.0,0.0
C0HKE7,P0C0S8,0.9141,0.0,0.0
C0HKE7,P0C0S9,0.9141,0.0,0.0
C0HKE7,P0C169,0.9141,0.0,0.0
C0HKE7,P0C170,0.952,0.0,0.0
C0HKE7,P16104,0.6603,0.0,0.0
C0HKE8,C0HKE9,1.0,0.0,0.0
C0HKE8,P02262,0.8779,0.0,0.0
C0HKE8,P02263,0.8,0.0,0.0
C0HKE8,P02264,0.7609,0.0,0.0
C0HKE8,P02272,0.198,0.0,0.0
C0HKE8,P02273,0.2959,0.0,0.0
C0HKE8,P02274,0.2902,0.0,0.0
C0HKE8,P02275,0.2365,0.0,0.0
C0HKE8,P04908,1.0,0.0,0.0
C0HKE8,P04909,0.479,0.0,0.0
C0HKE8,P04910,0.4819,0.0,0.0
C0HKE8,P04911,0.4327,0.0,0.0
C0HKE8,P04912,0.4412,0.0,0.0
C0HKE8,P06897,0.7357,0.0,0.0
C0HKE8,P08844,0.497,0.0,0.0
C0HKE8,P08985,0.1972,0.0,0.0
C0HKE8,P08992,0.1784,0.0,0.0
C0HKE8,P09588,0.5325,0.0,0.0
C0HKE8,P0C0S4,0.1902,0.0,0.0
C0HKE8,P0C0S8,0.9141,0.0,0.0
C0HKE8,P0C0S9,0.9141,0.0,0.0
C0HKE8,P0C169,0.9141,0.0,0.0
C0HKE8,P0C170,0.952,0.0,0.0
C0HKE8,P16104,0.6603,0.0,0.0
C0HKE9,P02262,0.8779,0.0,0.0
C0HKE9,P02263,0.8,0.0,0.0
C0HKE9,P02264,0.7609,0.0,0.0
C0HKE9,P02272,0.198,0.0,0.0
C0HKE9,P02273,0.2959,0.0,0.0
C0HKE9,P02274,0.2902,0.0,0.0
C0HKE9,P02275,0.2365,0.0,0.0
C0HKE9,P04908,1.0,0.0,0.0
C0HKE9,P04909,0.479,0.0,0.0
C0HKE9,P04910,0.4819,0.0,0.0
C0HKE9,P04911,0.4327,0.0,0.0
C0HKE9,P04912,0.4412,0.0,0.0
C0HKE9,P06897,0.7357,0.0,0.0
C0HKE9,P08844,0.497,0.0,0.0
C0HKE9,P08985,0.1972,0.0,0.0
C0HKE9,P08992,0.1784,0.0,0.0
C0HKE9,P09588,0.5325,0.0,0.0
C0HKE9,P0C0S4,0.1902,0.0,0.0
C0HKE9,P0C0S8,0.9141,0.0,0.0
C0HKE9,P0C0S9,0.9141,0.0,0.0
C0HKE9,P0C169,0.9141,0.0,0.0
C0HKE9,P0C170,0.952,0.0,0.0
C0HKE9,P16104,0.6603,0.0,0.0
C0HL66,C0HL67,1.0,0.0,0.0
C0HL66,O15819,0.5542,0.0,0.0
C0HL66,P02301,0.9173,0.0,0.0
C0HL66,P08898,0.7832,0.0,0.0
C0HL66,P09988,0.6242,0.0,0.0
C0HL66,P0DPK5,0.4031,0.0,0.0
C0HL66,P10651,0.5938,0.0,0.0
C0HL67,O15819,0.5542,0.0,0.0
C0HL67,P02301,0.9173,0.0,0.0
C0HL67,P08898,0.7832,0.0,0.0
C0HL67,P09988,0.6242,0.0,0.0
C0HL67,P0DPK5,0.4031,0.0,0.0
C0HL67,P10651,0.5938,0.0,0.0
C0JJA4,P11205,0.1557,0.0,0.0
C0LGE0,C0LGG8,0.2361,0.0,0.0
C0LGE0,C0LGH3,0.1751,0.0,0.0
C0LGE0,C0LGN2,0.2158,0.0,0.0
C0LGE0,O49545,0.153,0.0,0.0
C0LGF4,C0LGL9,0.4966,0.0,0.0
C0LGF5,C0LGH3,0.1599,0.0,0.0
C0LGF5,C0LGQ5,0.2025,0.0,0.0
C0LGF5,C0LGQ9,0.1663,0.0,0.0
C0LGF5,C0LGR3,0.2159,0.0,0.0
C0LGF5,C0LGS2,0.1803,0.0,0.0
C0LGF5,C0LGT6,0.1669,0.0,0.0
C0LGF5,C0LGV1,0.2303,0.0,0.0
C0LGF5,C0LGW6,0.1733,0.0,0.0
C0LGF5,C0LGX3,0.1968,0.0,0.0
C0LGF5,F4I2N7,0.1846,0.0,0.0
C0LGF5,F4K6B8,0.2037,0.0,0.0
C0LGF5,G7JIK2,0.1767,0.0,0.0
C0LGF5,I1Z695,0.1697,0.0,0.0
C0LGF5,O22476,0.1591,0.0,0.0
C0LGF5,O49545,0.2019,0.0,0.0
C0LGF5,O65440,0.1944,0.0,0.0
C0LGF5,O82318,0.1715,0.0,0.0
C0LGF5,P0DL10,0.1699,0.0,0.0
C0LGG6,C0LGL4,0.1849,0.0,0.0
C0LGG6,C0LGP2,0.1938,0.0,0.0
C0LGG6,C0LGW2,0.1778,0.0,0.0
C0LGG6,O64483,0.1697,0.0,0.0
C0LGG6,O81069,0.1875,0.0,0.0
C0LGG8,C0LGH3,0.1747,0.0,0.0
C0LGG8,C0LGN2,0.2173,0.0,0.0
C0LGG8,C0LGQ5,0.1502,0.0,0.0
C0LGG8,C0LGR3,0.1541,0.0,0.0
C0LGG8,C0LGX3,0.1512,0.0,0.0
C0LGG8,F4K6B8,0.1556,0.0,0.0
C0LGG8,O49545,0.1502,0.0,0.0
C0LGH3,C0LGN2,0.1652,0.0,0.0
C0LGH3,C0LGR3,0.1544,0.0,0.0
C0LGH3,C0LGT6,0.1545,0.0,0.0
C0LGH3,O49545,0.1545,0.0,0.0
C0LGI5,O04567,0.3525,0.0,0.0
C0LGJ1,C0LGQ5,0.1653,0.0,0.0
C0LGJ1,C0LGR3,0.1511,0.0,0.0
C0LGJ1,C0LGX3,0.1564,0.0,0.0
C0LGJ1,F4K6B8,0.1527,0.0,0.0
C0LGJ1,I1Z695,0.1604,0.0,0.0
C0LGJ1,O22476,0.1595,0.0,0.0
C0LGJ1,O65440,0.1564,0.0,0.0
C0LGL4,C0LGP2,0.2079,0.0,0.0
C0LGL4,C0LGW2,0.2086,0.0,0.0
C0LGL4,O64483,0.1563,0.0,0.0
C0LGL4,O81069,0.1934,0.0,0.0
C0LGP2,C0LGW2,0.2338,0.0,0.0
C0LGP2,O64483,0.1593,0.0,0.0
C0LGP2,O81069,0.1979,0.0,0.0
C0LGP9,C0LGS2,0.1509,0.0,0.0
C0LGQ4,C0LGU7,0.3106,0.0,0.0
C0LGQ5,C0LGQ9,0.1591,0.0,0.0
C0LGQ5,C0LGR3,0.1801,0.0,0.0
C0LGQ5,C0LGS2,0.1852,0.0,0.0
C0LGQ5,C0LGT6,0.1678,0.0,0.0
C0LGQ5,C0LGV1,0.188,0.0,0.0
C0LGQ5,C0LGW6,0.1918,0.0,0.0
C0LGQ5,C0LGX3,0.1743,0.0,0.0
C0LGQ5,F4I2N7,0.1569,0.0,0.0
C0LGQ5,F4K6B8,0.1868,0.0,0.0
C0LGQ5,G7JIK2,0.1635,0.0,0.0
C0LGQ5,I1Z695,0.1907,0.0,0.0
C0LGQ5,O22476,0.191,0.0,0.0
C0LGQ5,O49545,0.1591,0.0,0.0
C0LGQ5,O65440,0.18,0.0,0.0
C0LGQ5,O82318,0.1616,0.0,0.0
C0LGQ9,C0LGR3,0.1568,0.0,0.0
C0LGQ9,C0LGS2,0.1552,0.0,0.0
C0LGQ9,C0LGT6,0.1645,0.0,0.0
C0LGQ9,C0LGV1,0.1703,0.0,0.0
C0LGQ9,C0LGX3,0.1613,0.0,0.0
C0LGQ9,F4I2N7,0.1599,0.0,0.0
C0LGQ9,F4K6B8,0.1709,0.0,0.0
C0LGQ9,G7JIK2,0.1545,0.0,0.0
C0LGQ9,O22476,0.1602,0.0,0.0
C0LGQ9,O49545,0.1536,0.0,0.0
C0LGQ9,O65440,0.1622,0.0,0.0
C0LGQ9,P0DL10,0.1604,0.0,0.0
C0LGR3,C0LGS2,0.172,0.0,0.0
C0LGR3,C0LGT6,0.1535,0.0,0.0
C0LGR3,C0LGV1,0.2243,0.0,0.0
C0LGR3,C0LGW6,0.1786,0.0,0.0
C0LGR3,C0LGX3,0.1742,0.0,0.0
C0LGR3,F4I2N7,0.1712,0.0,0.0
C0LGR3,F4K6B8,0.4749,0.0,0.0
C0LGR3,G7JIK2,0.1629,0.0,0.0
C0LGR3,I1Z695,0.1767,0.0,0.0
C0LGR3,O22476,0.1654,0.0,0.0
C0LGR3,O49545,0.1796,0.0,0.0
C0LGR3,O65440,0.177,0.0,0.0
C0LGR3,O82318,0.1593,0.0,0.0
C0LGR3,P0DL10,0.1664,0.0,0.0
C0LGR6,O64483,0.1552,0.0,0.0
C0LGS2,C0LGT6,0.1664,0.0,0.0
C0LGS2,C0LGV1,0.1679,0.0,0.0
C0LGS2,C0LGW6,0.1736,0.0,0.0
C0LGS2,F4I2N7,0.1575,0.0,0.0
C0LGS2,F4K6B8,0.1649,0.0,0.0
C0LGS2,I1Z695,0.157,0.0,0.0
C0LGS2,O22476,0.1745,0.0,0.0
C0LGS2,O49545,0.151,0.0,0.0
C0LGS2,O65440,0.1546,0.0,0.0
C0LGT1,C0LGU5,0.1712,0.0,0.0
C0LGT6,C0LGV1,0.1665,0.0,0.0
C0LGT6,C0LGW6,0.1552,0.0,0.0
C0LGT6,F4I2N7,0.1615,0.0,0.0
C0LGT6,F4K6B8,0.161,0.0,0.0
C0LGT6,I1Z695,0.1553,0.0,0.0
C0LGT6,O22476,0.1772,0.0,0.0
C0LGT6,O49545,0.1578,0.0,0.0
C0LGT6,O65440,0.163,0.0,0.0
C0LGT6,O82318,0.1543,0.0,0.0
C0LGT6,P0DL10,0.1528,0.0,0.0
C0LGV1,C0LGW6,0.1799,0.0,0.0
C0LGV1,C0LGX3,0.1852,0.0,0.0
C0LGV1,F4I2N7,0.1707,0.0,0.0
C0LGV1,F4K6B8,0.2161,0.0,0.0
C0LGV1,G7JIK2,0.1753,0.0,0.0
C0LGV1,I1Z695,0.1869,0.0,0.0
C0LGV1,O22476,0.164,0.0,0.0
C0LGV1,O49545,0.1694,0.0,0.0
C0LGV1,O65440,0.1819,0.0,0.0
C0LGV1,O82318,0.1562,0.0,0.0
C0LGV1,P0DL10,0.1546,0.0,0.0
C0LGW2,O64483,0.1545,0.0,0.0
C0LGW2,O81069,0.2243,0.0,0.0
C0LGW6,C0LGX3,0.1748,0.0,0.0
C0LGW6,F4I2N7,0.1797,0.0,0.0
C0LGW6,F4K6B8,0.1796,0.0,0.0
C0LGW6,G7JIK2,0.1569,0.0,0.0
C0LGW6,I1Z695,0.2708,0.0,0.0
C0LGW6,O49545,0.1629,0.0,0.0
C0LGW6,O65440,0.1639,0.0,0.0
C0LGW6,P0DL10,0.1603,0.0,0.0
C0LGX3,F4I2N7,0.1702,0.0,0.0
C0LGX3,F4K6B8,0.1822,0.0,0.0
C0LGX3,G7JIK2,0.1816,0.0,0.0
C0LGX3,I1Z695,0.1868,0.0,0.0
C0LGX3,O22476,0.157,0.0,0.0
C0LGX3,O49545,0.1819,0.0,0.0
C0LGX3,O65440,0.1751,0.0,0.0
C0LGX3,O82318,0.1511,0.0,0.0
C0LGX3,P0DL10,0.1588,0.0,0.0
C0MHL9,P03304,0.1977,0.0,0.0
C0MHL9,P08544,0.3175,0.0,0.0
C0MHL9,P08545,0.3131,0.0,0.0
C0MHL9,P12296,0.2209,0.0,0.0
C0MHL9,P13899,0.3123,0.0,0.0
C0MHL9,P17593,0.223,0.0,0.0
C0MHL9,P17594,0.2195,0.0,0.0
C0NL63,C0S433,0.5899,0.0,0.0
C0NL63,C1FYJ9,0.6016,0.0,0.0
C0NL63,C1H8L1,0.6078,0.0,0.0
C0NL63,C4JYG6,0.4555,0.0,0.0
C0NL63,C4R4R8,0.2419,0.0,0.0
C0NL63,C4Y9D5,0.2482,0.0,0.0
C0NL63,C5DN02,0.2258,0.0,0.0
C0NL63,C5DVG6,0.2477,0.0,0.0
C0NL63,C5FQ73,0.4124,0.0,0.0
C0NL63,C5G8R4,0.7368,0.0,0.0
C0NL63,C5JKE6,0.7419,0.0,0.0
C0NL63,C5M1X2,0.255,0.0,0.0
C0NL63,C5PA86,0.4758,0.0,0.0
C0NL63,C6HCG7,0.956,0.0,0.0
C0NL63,C7GIN5,0.2333,0.0,0.0
C0NL63,C7YZ74,0.2974,0.0,0.0
C0NL63,C8Z543,0.2337,0.0,0.0
C0NL63,C9SE96,0.2946,0.0,0.0
C0NL63,D1ZA70,0.3108,0.0,0.0
C0NL63,P07547,0.4482,0.0,0.0
C0NL63,P08566,0.2338,0.0,0.0
C0NL63,P0CM22,0.2433,0.0,0.0
C0NL63,P0CM23,0.2433,0.0,0.0
C0S433,C1FYJ9,0.961,0.0,0.0
C0S433,C1H8L1,0.8577,0.0,0.0
C0S433,C4JYG6,0.4165,0.0,0.0
C0S433,C4R4R8,0.2457,0.0,0.0
C0S433,C4Y9D5,0.2459,0.0,0.0
C0S433,C5DN02,0.2302,0.0,0.0
C0S433,C5DVG6,0.2516,0.0,0.0
C0S433,C5FQ73,0.4199,0.0,0.0
C0S433,C5G8R4,0.6194,0.0,0.0
C0S433,C5JKE6,0.6209,0.0,0.0
C0S433,C5M1X2,0.2509,0.0,0.0
C0S433,C5PA86,0.4392,0.0,0.0
C0S433,C6HCG7,0.5857,0.0,0.0
C0S433,C7GIN5,0.2327,0.0,0.0
C0S433,C7YZ74,0.2801,0.0,0.0
C0S433,C8Z543,0.233,0.0,0.0
C0S433,C9SE96,0.2839,0.0,0.0
C0S433,D1ZA70,0.3029,0.0,0.0
C0S433,P07547,0.4221,0.0,0.0
C0S433,P08566,0.2341,0.0,0.0
C0S433,P0CM22,0.2331,0.0,0.0
C0S433,P0CM23,0.2331,0.0,0.0
C0SQ89,O49139,0.1506,0.0,0.0
C0SUT9,F4I6G4,0.1791,0.0,0.0
C0SUT9,O64752,0.1638,0.0,0.0
C1FYJ9,C1H8L1,0.8749,0.0,0.0
C1FYJ9,C4JYG6,0.4263,0.0,0.0
C1FYJ9,C4R4R8,0.2475,0.0,0.0
C1FYJ9,C4Y9D5,0.2468,0.0,0.0
C1FYJ9,C5DN02,0.2277,0.0,0.0
C1FYJ9,C5DVG6,0.2507,0.0,0.0
C1FYJ9,C5FQ73,0.4239,0.0,0.0
C1FYJ9,C5G8R4,0.624,0.0,0.0
C1FYJ9,C5JKE6,0.6255,0.0,0.0
C1FYJ9,C5M1X2,0.2527,0.0,0.0
C1FYJ9,C5PA86,0.4529,0.0,0.0
C1FYJ9,C6HCG7,0.5973,0.0,0.0
C1FYJ9,C7GIN5,0.2328,0.0,0.0
C1FYJ9,C7YZ74,0.2828,0.0,0.0
C1FYJ9,C8Z543,0.2331,0.0,0.0
C1FYJ9,C9SE96,0.2848,0.0,0.0
C1FYJ9,D1ZA70,0.3037,0.0,0.0
C1FYJ9,P07547,0.4285,0.0,0.0
C1FYJ9,P08566,0.2341,0.0,0.0
C1FYJ9,P0CM22,0.2366,0.0,0.0
C1FYJ9,P0CM23,0.2366,0.0,0.0
C1H8L1,C4JYG6,0.4244,0.0,0.0
C1H8L1,C4R4R8,0.2472,0.0,0.0
C1H8L1,C4Y9D5,0.2491,0.0,0.0
C1H8L1,C5DN02,0.23,0.0,0.0
C1H8L1,C5DVG6,0.2548,0.0,0.0
C1H8L1,C5FQ73,0.4209,0.0,0.0
C1H8L1,C5G8R4,0.6155,0.0,0.0
C1H8L1,C5JKE6,0.6169,0.0,0.0
C1H8L1,C5M1X2,0.2586,0.0,0.0
C1H8L1,C5PA86,0.457,0.0,0.0
C1H8L1,C6HCG7,0.6034,0.0,0.0
C1H8L1,C7GIN5,0.2359,0.0,0.0
C1H8L1,C7YZ74,0.2842,0.0,0.0
C1H8L1,C8Z543,0.2362,0.0,0.0
C1H8L1,C9SE96,0.2891,0.0,0.0
C1H8L1,D1ZA70,0.3091,0.0,0.0
C1H8L1,P07547,0.4312,0.0,0.0
C1H8L1,P08566,0.2372,0.0,0.0
C1H8L1,P0CM22,0.2389,0.0,0.0
C1H8L1,P0CM23,0.2389,0.0,0.0
C1JCT1,C1JCT2,1.0,0.0,0.0
C3W5S0,P03433,0.8071,0.0,0.0
C3W5S0,P0DJW8,0.2287,0.0,0.0
C3W5S0,P15659,0.7986,0.0,0.0
C4JYG6,C4R4R8,0.2406,0.0,0.0
C4JYG6,C4Y9D5,0.2408,0.0,0.0
C4JYG6,C5DN02,0.2201,0.0,0.0
C4JYG6,C5DVG6,0.2393,0.0,0.0
C4JYG6,C5FQ73,0.4319,0.0,0.0
C4JYG6,C5G8R4,0.4596,0.0,0.0
C4JYG6,C5JKE6,0.462,0.0,0.0
C4JYG6,C5M1X2,0.2475,0.0,0.0
C4JYG6,C5PA86,0.6283,0.0,0.0
C4JYG6,C6HCG7,0.4472,0.0,0.0
C4JYG6,C7GIN5,0.2218,0.0,0.0
C4JYG6,C7YZ74,0.2984,0.0,0.0
C4JYG6,C8Z543,0.2229,0.0,0.0
C4JYG6,C9SE96,0.286,0.0,0.0
C4JYG6,D1ZA70,0.3238,0.0,0.0
C4JYG6,P07547,0.4236,0.0,0.0
C4JYG6,P08566,0.2239,0.0,0.0
